[5, 10, 0.30144665, 0.29576188, 0.24565236, 0.83057481]
[5, 20, 0.17309758, 0.20279627, 0.063152477, 0.31140849]
[5, 30, 0.18090178, 0.15656528, 0.14271444, 0.91153312]
[5, 40, 0.18023354, 0.10837974, 0.1395293, 1.2874112]
[5, 10, 0.17935337, 0.20033494, 0.029822374, 0.14886257]
[5, 20, 0.16469631, 0.13980791, 0.10971513, 0.78475624]
[5, 30, 0.22976948, 0.24774055, 0.24099098, 0.97275549]
[5, 40, 0.14702001, 0.12198708, 0.12203016, 1.0003531]
[5, 50, 0.16013391, 0.13409984, 0.12763049, 0.95175719]
[5, 60, 0.21149831, 0.23854367, 0.20523405, 0.86036259]
[5, 70, 0.21961454, 0.27074635, 0.21859933, 0.80739534]
[5, 80, 0.21847254, 0.20622604, 0.23500104, 1.1395314]
[5, 90, 0.15325579, 0.13638082, 0.13454993, 0.98657519]
[5, 100, 0.16630436, nan, nan, nan]
[10, 10, 0.18171601, 0.17440295, 0.040467374, 0.23203377]
[10, 20, 0.14940774, 0.096088462, 0.13852972, 1.4416894]
[10, 30, 0.24198301, 0.20839556, 0.22170623, 1.0638721]
[10, 40, 0.1869449, 0.15861465, 0.1674871, 1.0559372]
[10, 50, 0.16555226, 0.10467414, 0.10310888, 0.98504639]
[10, 60, 0.21903098, 0.23588863, 0.1839595, 0.7798574]
[10, 70, 0.19969673, 0.19310762, 0.15158777, 0.78499115]
[10, 80, 0.17855003, 0.17988288, 0.22849341, 1.2702343]
[10, 90, 0.1615161, 0.11364142, 0.11548431, 1.0162168]
[10, 100, 0.11960761, nan, nan, nan]
[15, 10, 0.16045047, 0.12529726, 0.073135875, 0.58369893]
[15, 20, 0.22039132, 0.18608335, 0.1296369, 0.6966604]
[15, 30, 0.1352389, 0.12198734, 0.14459474, 1.1853257]
[15, 40, 0.13226612, 0.10096914, 0.080390252, 0.79618639]
[15, 50, 0.18527445, 0.13722044, 0.11686686, 0.85167241]
[15, 60, 0.17191494, 0.14207076, 0.093909584, 0.66100574]
[15, 70, 0.15748295, 0.12061632, 0.09451101, 0.78356731]
[15, 80, 0.12746245, 0.11413567, 0.17565052, 1.5389626]
