[5, 10, 0.14303435, 0.12344836, 0.22855552, 1.8514261]
[5, 20, 0.15932441, 0.13393895, 0.23181234, 1.7307314]
[5, 30, 0.15207, 0.16535068, 0.3549408, 2.1465943]
[5, 40, 0.17071082, 0.15564574, 0.37594151, 2.4153664]
[5, 50, 0.17426141, 0.16297655, 0.56849015, 3.4881716]
[5, 60, 0.18257447, 0.14323677, 0.22192205, 1.5493371]
[5, 70, 0.16475154, 0.155177, 0.30181566, 1.9449768]
[5, 80, 0.1570389, 0.14813034, 0.2933079, 1.9800663]
[5, 90, 0.20878881, 0.22326447, 0.21864273, 0.97929925]
[5, 100, 0.16236641, 0.13385841, 0.50224125, 3.7520335]
[10, 10, 0.15105823, 0.13274449, 0.28139862, 2.1198516]
[10, 20, 0.17058341, 0.15523627, 0.22841235, 1.4713851]
[10, 30, 0.15456012, 0.16809425, 0.27853632, 1.6570247]
[10, 40, 0.17219537, 0.19968984, 0.35281283, 1.7668041]
[10, 50, 0.17954727, 0.16980025, 0.30615598, 1.8030361]
[10, 60, 0.19362687, 0.15204665, 0.33661243, 2.213876]
[10, 70, 0.22076336, 0.19906147, 0.68203348, 3.4262457]
[10, 80, 0.18266322, 0.16034244, 0.27578411, 1.7199695]
[10, 90, 0.20256431, 0.16253933, 0.293181, 1.8037542]
[10, 100, 0.18847093, 0.19367802, 0.28010994, 1.4462661]
[15, 10, 0.1562565, 0.14186098, 0.32673737, 2.3032224]
[15, 20, 0.17454489, 0.178231, 0.31965595, 1.7934924]
[15, 30, 0.17483138, 0.18557894, 0.42448074, 2.2873325]
[15, 40, 0.17134044, 0.21664104, 0.42236814, 1.949622]
[15, 50, 0.16420738, 0.16277838, 0.28790513, 1.7686939]
[15, 60, 0.1603352, 0.16460918, 0.29262885, 1.7777189]
[15, 70, 0.1646755, 0.144353, 0.35846409, 2.4832466]
[15, 80, 0.16228575, 0.17224871, 0.42250681, 2.4528883]
[15, 90, 0.14491352, 0.16413073, 0.3024697, 1.8428584]
[15, 100, 0.20235242, 0.23136087, 0.44318199, 1.9155443]
[20, 10, 0.14080942, 0.12808974, 0.24845046, 1.9396594]
[20, 20, 0.16293466, 0.14666294, 0.47681603, 3.251101]
[20, 30, 0.15912612, 0.19021535, 0.39752078, 2.0898459]
[20, 40, 0.14709923, 0.13503131, 0.34316856, 2.5414]
[20, 50, 0.1551615, 0.14140695, 0.38978261, 2.75646]
[20, 60, 0.16765313, 0.12747689, 0.33654693, 2.6400623]
[20, 70, 0.180806, 0.16718486, 0.37674034, 2.2534359]
[20, 80, 0.15123649, 0.17684408, 0.34061539, 1.9260775]
[20, 90, 0.14568692, 0.17593518, 0.393347, 2.2357495]
[20, 100, 0.15426502, 0.201685, 0.39999509, 1.9832665]
[25, 10, 0.14909998, 0.15927081, 0.35221434, 2.2114179]
[25, 20, 0.15127757, 0.16194873, 0.39399964, 2.4328666]
[25, 30, 0.15835634, 0.14723912, 0.32402319, 2.2006598]
[25, 40, 0.15277676, 0.21950321, 0.37615862, 1.7136817]
[25, 50, 0.18788458, 0.22023977, 0.37081116, 1.6836703]
[25, 60, 0.13735814, 0.16142651, 0.44596022, 2.7626207]
[25, 70, 0.15745459, 0.19442748, 0.32929006, 1.6936395]
[25, 80, 0.15226589, 0.15923965, 0.39866036, 2.5035245]
[25, 90, 0.1520319, 0.18172906, 0.36818799, 2.026027]
[25, 100, 0.14910701, 0.22327974, 0.34836131, 1.5602012]
[30, 10, 0.14021941, 0.15776898, 0.33149916, 2.1011682]
[30, 20, 0.13593844, 0.15209725, 0.29725054, 1.9543452]
[30, 30, 0.15820141, 0.16808805, 0.44070014, 2.621841]
[30, 40, 0.14735556, 0.14997064, 0.41300699, 2.7539191]
[30, 50, 0.14075859, 0.16549788, 0.26701587, 1.6134096]
[30, 60, 0.13297908, 0.22900809, 0.45946091, 2.0063086]
[30, 70, 0.16971035, 0.20724225, 0.42234036, 2.0379066]
[30, 80, 0.12835291, 0.15835565, 0.43601939, 2.7534184]
[30, 90, 0.15788265, 0.19495216, 0.39316139, 2.0167069]
[30, 100, 0.1281914, 0.16297148, 0.40359074, 2.47645]
[35, 10, 0.12746122, 0.1473182, 0.3721619, 2.5262451]
[35, 20, 0.15389153, 0.16942884, 0.39202046, 2.3137765]
[35, 30, 0.13354629, 0.2110396, 0.39872104, 1.8893186]
[35, 40, 0.13957421, 0.17323816, 0.40363953, 2.3299689]
[35, 50, 0.14466663, 0.23886481, 0.37044242, 1.5508455]
[35, 60, 0.14084229, 0.13384366, 0.3543134, 2.6472185]
[35, 70, 0.1388303, 0.17248563, 0.42218786, 2.4476697]
[35, 80, 0.12657748, 0.21433519, 0.45302105, 2.1136103]
[35, 90, 0.13026732, 0.19332698, 0.35341421, 1.8280646]
[35, 100, 0.12024712, 0.18188304, 0.3211095, 1.7654725]
[40, 10, 0.13385263, 0.14697677, 0.33017758, 2.2464609]
[40, 20, 0.12473301, 0.169228, 0.419752, 2.4803932]
[40, 30, 0.14743088, 0.21032439, 0.4158701, 1.9772794]
[40, 40, 0.13928775, 0.16541113, 0.36744431, 2.2214]
[40, 50, 0.13260469, 0.1906838, 0.4377194, 2.2955248]
[40, 60, 0.12214275, 0.18976177, 0.42902106, 2.2608402]
[40, 70, 0.1253667, 0.15355514, 0.34093675, 2.2202888]
[40, 80, 0.1272694, 0.23826833, 0.39440057, 1.655279]
[40, 90, 0.13169134, 0.20100978, 0.42507395, 2.1146929]
[40, 100, 0.13296948, 0.15397467, 0.40379122, 2.6224523]
[45, 10, 0.13516816, 0.17777136, 0.38177598, 2.1475675]
[45, 20, 0.13972095, 0.19447114, 0.35709128, 1.8362174]
[45, 30, 0.14618793, 0.15818697, 0.42830995, 2.7076182]
[45, 40, 0.13086163, 0.15577269, 0.33700821, 2.1634614]
[45, 50, 0.12602822, 0.23333211, 0.41455087, 1.7766559]
[45, 60, 0.12926911, 0.18235803, 0.29816836, 1.6350713]
[45, 70, 0.13797647, 0.21445891, 0.42411059, 1.9775844]
[45, 80, 0.1373186, 0.14019793, 0.49079528, 3.5007312]
[45, 90, 0.13516292, 0.1884547, 0.44171265, 2.3438663]
[45, 100, 0.13757288, 0.21178401, 0.43766469, 2.0665615]
[50, 10, 0.12292665, 0.1761706, 0.37118605, 2.1069694]
[50, 20, 0.12044225, 0.16268274, 0.34737843, 2.1353121]
[50, 30, 0.15129158, 0.19155423, 0.41581929, 2.1707654]
[50, 40, 0.12282726, 0.2187214, 0.40497884, 1.8515739]
[50, 50, 0.11450578, 0.16378833, 0.38736391, 2.3650274]
[50, 60, 0.12792228, 0.16886234, 0.41928592, 2.4830043]
[50, 70, 0.12673649, 0.19002478, 0.38611558, 2.0319223]
