[1, 10, 0.17795834, 0.20181432, 0.22251169, 1.1025565]
[1, 20, 0.17891529, 0.20354199, 0.21602975, 1.0613523]
[1, 30, 0.17644168, 0.20448887, 0.2157454, 1.0550472]
[1, 40, 0.21271868, 0.21986674, 0.23351406, 1.0620708]
[1, 50, 0.17650573, 0.20573665, 0.24362643, 1.1841664]
[1, 60, 0.20456988, 0.19856748, 0.21130776, 1.0641609]
[1, 70, 0.21122913, 0.20766406, 0.22738825, 1.0949812]
[1, 80, 0.17464933, 0.19676688, 0.21077463, 1.0711895]
[1, 90, 0.22838837, 0.20426346, 0.23418862, 1.1465027]
[1, 100, 0.18118146, 0.2216825, 0.22033164, 0.99390632]
[2, 10, 0.19735172, 0.21298334, 0.21875191, 1.0270846]
[2, 20, 0.19332874, 0.19956018, 0.244629, 1.2258407]
[2, 30, 0.19316842, 0.20384662, 0.23160903, 1.1361927]
[2, 40, 0.2029597, 0.20724887, 0.22194642, 1.0709174]
[2, 50, 0.18927231, 0.21553062, 0.24632481, 1.1428761]
[2, 60, 0.18091014, 0.18644391, 0.21378796, 1.146661]
[2, 70, 0.15703528, 0.18275425, 0.21397139, 1.1708149]
[2, 80, 0.20912719, 0.20097992, 0.22194262, 1.1043024]
[2, 90, 0.19378379, 0.1889427, 0.20025814, 1.0598881]
[2, 100, 0.16935427, 0.18867633, 0.20713562, 1.0978358]
[3, 10, 0.23426379, 0.20852032, 0.2281768, 1.0942665]
[3, 20, 0.19324735, 0.20272873, 0.21749921, 1.0728583]
[3, 30, 0.23877969, 0.24414116, 0.25401771, 1.0404543]
[3, 40, 0.18699794, 0.18108062, 0.21057761, 1.1628942]
[3, 50, 0.17879468, 0.20372841, 0.21961772, 1.0779927]
[3, 60, 0.17663167, 0.18350534, 0.21307994, 1.1611648]
[3, 70, 0.20715994, 0.20192772, 0.21381004, 1.0588444]
[3, 80, 0.18201017, 0.19685581, 0.21691372, 1.1018913]
[3, 90, 0.18154542, 0.1956652, 0.2252294, 1.1510959]
[3, 100, 0.20208114, 0.21573532, 0.2587952, 1.1995959]
[4, 10, 0.18008603, 0.18640648, 0.2135566, 1.1456501]
[4, 20, 0.21292573, 0.21125132, 0.23115522, 1.0942191]
[4, 30, 0.16913505, 0.19030899, 0.20878293, 1.0970734]
[4, 40, 0.22994544, 0.20091915, 0.25496843, 1.2690101]
[4, 50, 0.21731256, 0.18789354, 0.22999084, 1.2240487]
[4, 60, 0.19118933, 0.19453047, 0.19924551, 1.0242381]
[4, 70, 0.22533517, 0.21461691, 0.21725054, 1.0122713]
[4, 80, 0.17699568, 0.19171864, 0.21380959, 1.1152259]
[4, 90, 0.18475294, 0.18975554, 0.22672153, 1.1948085]
[4, 100, 0.20010188, 0.22715589, 0.22435163, 0.98765486]
[5, 10, 0.17612611, 0.20023657, 0.22035544, 1.1004754]
[5, 20, 0.20742564, 0.21199161, 0.25359046, 1.1962287]
[5, 30, 0.21074855, 0.21920955, 0.21358894, 0.97435963]
[5, 40, 0.23661429, 0.23009649, 0.23526859, 1.022478]
[5, 50, 0.21105696, 0.20055187, 0.22801313, 1.1369284]
[5, 60, 0.20583259, 0.20804892, 0.22871947, 1.0993543]
[5, 70, 0.21174233, 0.20341736, 0.21914323, 1.0773084]
[5, 80, 0.16590223, 0.21275093, 0.24649684, 1.158617]
