[1, 10, 0.067661382, 0.19845706, 0.32233375, 1.6241989]
[1, 20, 0.087726541, 0.23935467, 0.44294265, 1.8505703]
[1, 30, 0.074991338, 0.20560069, 0.25503734, 1.2404498]
[1, 40, 0.079667434, 0.25489828, 0.28451681, 1.1161975]
[1, 50, 0.06292709, 0.19847542, 0.38119772, 1.9206294]
[1, 60, 0.065821454, 0.25324821, 0.27229965, 1.0752283]
[1, 70, 0.065931946, 0.27509168, 0.27638477, 1.0047005]
[1, 80, 0.061479647, 0.21327342, 0.22663741, 1.0626613]
[1, 90, 0.077245831, 0.19963498, 0.27980652, 1.4015906]
[1, 100, 0.076190546, 0.23004133, 0.2589123, 1.1255034]
[2, 10, 0.10366125, 0.22566269, 0.26304698, 1.1656644]
[2, 20, 0.073355168, 0.23880653, 0.25155407, 1.0533803]
[2, 30, 0.10711988, 0.24509059, 0.31158254, 1.2712954]
[2, 40, 0.089803614, 0.24987973, 0.25380984, 1.015728]
[2, 50, 0.099024661, 0.21574004, 0.26557717, 1.2310054]
[2, 60, 0.10279654, 0.23711868, 0.27054694, 1.1409769]
[2, 70, 0.089028001, 0.22155836, 0.27330801, 1.2335712]
[2, 80, 0.10126922, 0.25908753, 0.25806567, 0.9960559]
[2, 90, 0.10410349, 0.25287113, 0.29803684, 1.1786116]
[2, 100, 0.088585667, 0.28918424, 0.29566285, 1.022403]
[3, 10, 0.11034408, 0.38657984, 0.30875224, 0.79867649]
[3, 20, 0.093407363, 0.26661959, 0.36334282, 1.3627762]
[3, 30, 0.098316841, 0.2773397, 0.31571653, 1.1383748]
[3, 40, 0.10153194, 0.29981032, 0.29139909, 0.97194481]
[3, 50, 0.087956682, 0.2052127, 0.53891456, 2.6261268]
[3, 60, 0.074116029, 0.31785497, 0.2565721, 0.80719864]
[3, 70, 0.12816563, 0.2859875, 0.27570096, 0.96403152]
[3, 80, 0.1238324, 0.22735661, 0.32253036, 1.41861]
[3, 90, 0.081213668, 0.32922971, 0.23676407, 0.71914554]
[3, 100, 0.11075109, 0.28574273, 0.37103051, 1.2984775]
[4, 10, 0.10024351, 0.2731657, 0.38361046, 1.4043142]
[4, 20, 0.10185313, 0.35346127, 0.29268348, 0.82804966]
[4, 30, 0.11108049, 0.46677688, 0.4287968, 0.91863334]
[4, 40, 0.10244071, 0.36734197, 0.36432895, 0.9917978]
[4, 50, 0.10837562, 0.33248958, 0.25096896, 0.75481755]
[4, 60, 0.12399416, 0.30963022, 0.45366564, 1.4651853]
[4, 70, 0.12255967, 0.34898379, 0.35212705, 1.0090069]
[4, 80, 0.10250484, 0.34015259, 0.29444036, 0.86561257]
[4, 90, 0.12036995, 0.33737057, 0.27307907, 0.80943358]
[4, 100, 0.12300918, 0.37994561, 0.3576408, 0.94129473]
[5, 10, 0.091819152, 0.31081456, 0.36979416, 1.1897582]
[5, 20, 0.10938989, 0.30064392, 0.29891586, 0.99425215]
[5, 30, 0.15065403, 0.30770579, 0.50730699, 1.6486754]
[5, 40, 0.12190367, 0.46892315, 0.50985903, 1.0872976]
[5, 50, 0.1067088, 0.39756379, 0.29689682, 0.74679041]
[5, 60, 0.1358522, 0.5492999, 0.40121552, 0.73041254]
[5, 70, 0.10082267, 0.38807884, 0.32290423, 0.83205831]
[5, 80, 0.11047138, 0.48727334, 0.48603362, 0.99745584]
[5, 90, 0.099917397, 0.31758502, 0.3206268, 1.0095779]
[5, 100, 0.1349984, 0.43239373, 0.33521259, 0.77524847]
